法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
府省令,平成二十四年財務省令第六号,復興特別所得税に関する省令,ふっこうとくべつしょとくぜいにかんするしょうれい,,平成二十四年一月二十五日,復興特別所得税に関する省令の一部を改正する省令,令和六年財務省令第二十八号,令和六年三月三十日,令和八年九月一日,,424M60000040006,https://laws.e-gov.go.jp/law/424M60000040006/20260901_506M60000040028,○
府省令,平成二十四年財務省令第七号,復興特別法人税に関する省令,ふっこうとくべつほうじんぜいにかんするしょうれい,,平成二十四年一月二十五日,復興特別法人税に関する省令の一部を改正する省令,令和三年財務省令第四十五号,令和三年四月十五日,令和三年四月十五日,,424M60000040007,https://laws.e-gov.go.jp/law/424M60000040007/20210415_503M60000040045,
法律,平成二十六年法律第十一号,地方法人税法,ちほうほうじんぜいほう,,平成二十六年三月三十一日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,426AC0000000011,https://laws.e-gov.go.jp/law/426AC0000000011/20250601_504AC0000000068,
法律,平成二十六年法律第十一号,地方法人税法,ちほうほうじんぜいほう,,平成二十六年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和八年四月一日,,426AC0000000011,https://laws.e-gov.go.jp/law/426AC0000000011/20260401_507AC0000000013,○
法律,平成二十六年法律第百十二号,経済連携協定に基づく申告原産品に係る情報の提供等に関する法律,けいざいれんけいきょうていにもとづくしんこくげんさんひんにかかるじょうほうのていきょうとうにかんするほうりつ,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律,平成二十六年十一月十九日,環太平洋パートナーシップ協定の締結及び環太平洋パートナーシップに関する包括的及び先進的な協定の締結に伴う関係法律の整備に関する法律,平成二十八年法律第百八号,平成二十八年十二月十六日,平成三十年十二月三十日,,426AC0000000112,https://laws.e-gov.go.jp/law/426AC0000000112/20181230_428AC0000000108,
政令,平成二十六年政令第百三十九号,地方法人税法施行令,ちほうほうじんぜいほうしこうれい,,平成二十六年三月三十一日,地方法人税法施行令の一部を改正する政令,令和七年政令第百二十二号,令和七年三月三十一日,令和七年四月一日,,426CO0000000139,https://laws.e-gov.go.jp/law/426CO0000000139/20250401_507CO0000000122,
政令,平成二十六年政令第百三十九号,地方法人税法施行令,ちほうほうじんぜいほうしこうれい,,平成二十六年三月三十一日,地方法人税法施行令の一部を改正する政令,令和七年政令第百二十二号,令和七年三月三十一日,令和八年四月一日,,426CO0000000139,https://laws.e-gov.go.jp/law/426CO0000000139/20260401_507CO0000000122,○
政令,平成二十六年政令第三百九十四号,経済連携協定に基づく申告原産品に係る情報の提供等に関する法律施行令,けいざいれんけいきょうていにもとづくしんこくげんさんひんにかかるじょうほうのていきょうとうにかんするほうりつしこうれい,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律施行令,平成二十六年十二月十二日,関税法施行令等の一部を改正する政令,令和三年政令第百六十三号,令和三年六月四日,令和四年一月一日,,426CO0000000394,https://laws.e-gov.go.jp/law/426CO0000000394/20220101_503CO0000000163,
政令,平成二十六年政令第四百十五号,トルエンジイソシアナートに対して課する不当廉売関税に関する政令,とるえんじいそしあなーとにたいしてかするふとうれんばいかんぜいにかんするせいれい,,平成二十六年十二月二十四日,,平成二十七年政令第二百十五号,平成二十七年四月十七日,平成二十七年四月二十五日,,426CO0000000415,https://laws.e-gov.go.jp/law/426CO0000000415/20150425_427CO0000000215,
府省令,平成二十六年財務省令第二十二号,地方法人税法施行規則,ちほうほうじんぜいほうしこうきそく,,平成二十六年三月三十一日,地方法人税法施行規則の一部を改正する省令,令和七年財務省令第四十四号,令和七年四月十四日,令和七年四月十四日,,426M60000040022,https://laws.e-gov.go.jp/law/426M60000040022/20250414_507M60000040044,
府省令,平成二十六年財務省令第二十二号,地方法人税法施行規則,ちほうほうじんぜいほうしこうきそく,,平成二十六年三月三十一日,地方法人税法施行規則の一部を改正する省令,令和七年財務省令第二十号,令和七年三月三十一日,令和八年四月一日,,426M60000040022,https://laws.e-gov.go.jp/law/426M60000040022/20260401_507M60000040020,○
府省令,平成二十六年財務省令第九十五号,経済連携協定に基づく申告原産品に係る情報の提供等に関する法律に規定する検査身分証明書の様式を定める省令,けいざいれんけいきょうていにもとづくしんこくげんさんひんにかかるじょうほうのていきょうとうにかんするほうりつにきていするけんさみぶんしょうめいしょのようしきをさだめるしょうれい,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律に規定する検査身分証明書の様式を定める省令,平成二十六年十二月十二日,税関職員の身分を示す証票等の書式に関する省令等の一部を改正する省令,令和元年財務省令第八号,令和元年六月二十四日,令和元年七月一日,,426M60000040095,https://laws.e-gov.go.jp/law/426M60000040095/20190701_501M60000040008,
府省令,平成二十六年農林水産省令第六十九号,関税暫定措置法施行令第三十二条第二項第八号の農林水産省令で定める方法を定める省令,かんぜいざんていそちほうしこうれいだいさんじゅうにじょうだいにこうだいさんごうののうりんすいさんしょうれいでさだめるほうほうをさだめるしょうれい,関税暫定措置法施行令第三十二条第二項第三号の農林水産省令で定める方法を定める省令,平成二十六年十二月十二日,関税暫定措置法施行令第三十二条第二項第三号の農林水産省令で定める方法を定める省令の一部を改正する省令,平成三十年農林水産省令第八十五号,平成三十年十二月二十八日,平成三十年十二月三十日,,426M60000200069,https://laws.e-gov.go.jp/law/426M60000200069/20181230_430M60000200085,
府省令,平成二十六年経済産業省令第六十五号,経済連携協定に基づく申告原産品に係る情報の提供等に関する法律第七条第二項の規定により質問又は検査に立ち会う職員の携帯する身分を示す証明書の様式を定める省令,けいざいれんけいきょうていにもとづくしんこくげんさんぴんにかかわるじょうほうのていきょうとうにかんするほうりつだいななじょうだいにこうのきていによりしつもんまたはけんさにたちあうしょくいんのけいさいするみぶんをしめすしょうめいしょのようしきをさだめるしょうれい,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律第五条第二項の規定により質問又は検査に立ち会う職員の携帯する身分を示す証明書の様式を定める省令,平成二十六年十二月十二日,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律第五条第二項の規定により質問又は検査に立ち会う職員の携帯する身分を示す証明書の様式を定める省令の一部を改正する省令,平成二十九年経済産業省令第二号,平成二十九年一月十七日,平成三十年十二月三十日,,426M60000400065,https://laws.e-gov.go.jp/law/426M60000400065/20181230_429M60000400002,
政令,平成二十七年政令第三十三号,粉乳等に対して課する輸入数量が輸入基準数量を超えた場合の特別緊急関税に関する規定の平成二十六年度における適用の停止を定める政令,ふんにゅうとうにたいしてかするゆにゅうすうりょうがゆにゅうきじゅんすうりょうをこえたばあいのとくべつきんきゅうかんぜいにかんするきていのへいせいにじゅうろくねんどにおけるてきようのていしをさだめるせいれい,,平成二十七年一月三十日,,,平成二十七年一月三十日,平成二十七年二月一日,,427CO0000000033,https://laws.e-gov.go.jp/law/427CO0000000033/20150201_000000000000000,
政令,平成二十七年政令第百五十六号,たばこ税法の一部改正に伴う経過措置に関する政令,たばこぜいほうのいちぶかいせいにともなうけいかそちにかんするせいれい,,平成二十七年三月三十一日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るためのデジタル社会形成基本法等の一部を改正する法律の一部の施行に伴う関係政令の整備等及び経過措置に関する政令,令和七年政令第六号,令和七年一月十七日,令和七年四月一日,,427CO0000000156,https://laws.e-gov.go.jp/law/427CO0000000156/20250401_507CO0000000006,
政令,平成二十七年政令第三百九十七号,バター等に対して課する輸入数量が輸入基準数量を超えた場合の特別緊急関税に関する規定の平成二十七年度における適用の停止を定める政令,ばたーとうにたいしてかするゆにゅうすうりょうがゆにゅうきじゅんすうりょうをこえたばあいのとくべつきんきゅうかんぜいにかんするきていのへいせいにじゅうななねんどにおけるてきようのていしをさだめるせいれい,,平成二十七年十一月二十七日,,,平成二十七年十一月二十七日,平成二十七年十二月一日,,427CO0000000397,https://laws.e-gov.go.jp/law/427CO0000000397/20151201_000000000000000,
